text,tagged_sentence,label
He also sought punishments to MNS legislators who attacked Samajwadi Party ’ s MLA Abu Asim Azmi for taking oath in Hindi and not in Marathi in the Maharashtra Assembly .,He also <effect>sought punishments</effect> to <cause>MNS legislators who attacked Samajwadi Party’s MLA Abu Asim Azmi for taking oath in Hindi and not in Marathi in the Maharashtra Assembly</cause>.,1
"Police negotiators facing ' toughest challenge yet ' at Occupy sites Officers trying to defuse tensions at Occupy sites deal with insults and lack of protest leadership PUBLISHED : Wednesday , 08 October , 2014 , 4:52am Opposition losing support of public opinion 4 Jun 2018 Police negotiators say Occupy Central has presented them with their toughest challenge yet , facing hundreds of sometimes hostile demonstrators instead of the one or two people they usually deal with .",NoTag,0
""" People shouted out things , which were so provoking we were very worried [ the man ] would jump in many instances , "" Cheung said .",NoTag,0
""" We 'd often come to an understanding with protesters willing to open up a part of the road , only to have it blocked again by other protesters who disagreed , "" she said .",NoTag,0
"Pay ex-gratia to Sohrabuddin 's kin : SC 11th August 2009 06:22 PM NEW DELHI : The Supreme Court Tuesday asked the Gujarat government to pay Rs .1 million in ex-gratia to the mother and three brothers of Sohrabuddin Sheikh , who was wrongly branded a terrorist and killed by police in a staged shootout in 2005 .","The Supreme Court Tuesday asked <trigger>the Gujarat government</trigger> to <effect>pay Rs. 1 million in ex-gratia</effect> to <cause>the mother and three brothers of Sohrabuddin Sheikh</cause>, who was <cause>wrongly branded a terrorist and killed by police in a staged shootout in 2005</cause>.",1
"Then deputy inspector general D.G. Vanzara had announced Sohrabuddin Sheikh 's killing in a police shootout , dubbing him a Lashkar-e-Taiba terrorist on a mission to assassinate Chief Minister Narendra Modi and other prominent Bharatiya Janata Party ( BJP ) leaders .",NoTag,0
"Surgeon resigns , protest planned Posted : Fri Aug 28 1998 IST MUMBAI , Aug 27 : An honorary orthopaedic surgeon with Bhagwati Hospital resigned today and private hospitals from Jogeshwari to Dahisar decided to down shutters for a day , as doctors closed ranks to protest Tuesday 's rioting at Bhagwati Hospital , where a BJP leader , injured in a shootout , had succumbed to his injuries .","<cause>An honorary orthopaedic surgeon with Bhagwati Hospital resigned today</cause>, and <effect>private hospitals from Jogeshwari to Dahisar decided to down shutters for a day</effect>, as <trigger>doctors</trigger> <effect>closed ranks to protest Tuesday's rioting at Bhagwati Hospital</effect>, where <cause>a BJP leader, injured in a shootout, had succumbed to his injuries</cause>.",1
"Alleging medical negligence on the part of the attending surgeon , Dr D V Bhagat , a mob of around 500 people , comprising mostly BJP workers , had resorted to stone-throwing and destruction of both the civic hospital as well as Dr Bhagat 's private clinic located a kilometer away from the hospital .","<cause>Alleging medical negligence on the part of the attending surgeon, Dr. D V Bhagat</cause>, <trigger>a mob of around 500 people</trigger>, <effect>comprising mostly BJP workers, had resorted to stone-throwing and destruction of both the civic hospital as well as Dr. Bhagat's private clinic located a kilometer away from the hospital</effect>.",1
"The Indian Medical Association has , while condemning the incident , decided that a more trenchant protest needs to be made against the increasing attacks on the medical community .","The Indian Medical Association has, while <trigger>condemning the incident</trigger>, <effect>decided that a more trenchant protest needs to be made against the increasing attacks on the medical community</effect>.
",1
"Tuesday 's meeting , also highlighted the ambiguity surrounding the role of senior BJP leaders from Borivli in the rioting .",NoTag,0
""" Two truckloads of police stood by and watched as the mob rushed towards the private clinic of Dr Bhagat , ' ' said Paralkar adding that municipal hospitals were no longer safe places to work in .",NoTag,0
He expressed wonder at the fact that a mob of 500 people had gathered at the ` unearthly ' hour of 6 am on Tuesday .,NoTag,0
"Two men , two families , two stories , yet linked by a common incident - the violent death of former chief of BJP 's Borivli unit , Om Prakash Mishra .",NoTag,0
"A day after Mishra , succumbed to his wounds suffered of an assassin 's bullet at Bhagwati Hospital , under Dr D V Bhagat 's care , the latter continues to remain under police protection away from home .",NoTag,0
The legislator and his family members went on an indefinite fast here alleging that the Congress government was trying to implicate him in a false case .,<cause>The legislator and his family members went on an indefinite fast</cause> <trigger>alleging</trigger> that <cause>the Congress government was trying to implicate him in a false case</cause>.,1
"Amid high drama , the police whisked away the legislator on the night of June 18 when he had climbed on the water tank atop the college building after parents of the students and local people had gathered in front of the college building and pelted stones .","Amid high drama, <cause>the police whisked away the legislator on the night of June 18</cause> when <cause>he had climbed on the water tank atop the college building</cause> after <cause>parents of the students and local people had gathered in front of the college building and pelted stones</cause>.",1
"McBride was part of an Umkhonto we Sizwe group that bombed the Why Not Restaurant and Magoo 's Bar in Durban on June 14 , 1986 .",NoTag,0
Three people were killed and 69 others injured in the explosion .,<effect>Three people were killed and 69 others injured</effect> <trigger>in</trigger> <cause>the explosion</cause>.,1
"Employees at three factories had signed a petition supporting Mr Zong and were demanding reassurances about the future of the venture and their jobs , Xinhua said .",NoTag,0
"MALAPPURAM : School athletic meet disrupted again November 15 , 2014 00:00 IST Physical education students and teachers stage protest The District School Athletic Meet was disrupted for the second time when it began at Calicut University grounds on Friday .","MALAPPURAM : <effect>The District School Athletic Meet was disrupted for the second time</effect> <trigger>when, on Friday, November 15, 2014</trigger> <cause>it began at Calicut University grounds</cause> . <cause>Physical education students and teachers stage protest</cause>",1
Students and teachers of physical education relaunched their protest against the appointment of general teachers for physical education work in schools .,<cause>Students and teachers of physical education</cause> <trigger>relaunched</trigger> <effect>their protest against the appointment of general teachers for physical education work in schools</effect>.,1
The meet was earlier disrupted on Tuesday when the physical education students and teachers protested .,<effect>The meet was earlier disrupted</effect> <trigger>on Tuesday</trigger> <trigger>when</trigger> <cause>the physical education students and teachers protested</cause>.,1
